,Model,Train_Condition,Class,fprs,tprs
236,GoogLeNet,Imbalanced,Normal,0.71625,1.0
237,GoogLeNet,Imbalanced,Normal,0.72875,1.0
238,GoogLeNet,Imbalanced,Normal,0.73125,1.0
239,GoogLeNet,Imbalanced,Normal,0.82,1.0
240,GoogLeNet,Imbalanced,Normal,0.8225,1.0
241,GoogLeNet,Imbalanced,Normal,0.875,1.0
242,GoogLeNet,Imbalanced,Normal,0.8775,1.0
243,GoogLeNet,Imbalanced,Normal,0.99,1.0
244,GoogLeNet,Imbalanced,Normal,0.9925,1.0
245,GoogLeNet,Imbalanced,Normal,1.0,1.0
246,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.0
247,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.0375
248,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.06
249,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.0775
250,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.0875
251,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.0925
252,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.105
253,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.125
254,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.14
255,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.16
256,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.1675
257,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.1725
258,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.18
259,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.1925
260,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.2025
261,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.2075
262,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.215
263,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.22
264,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.2225
265,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.23
266,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.235
267,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.25
268,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.255
269,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.26
270,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.265
271,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.2775
272,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.285
273,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.295
274,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.3
275,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.3275
276,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.3325
277,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.395
278,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.4
279,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.4375
280,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.4425
281,GoogLeNet,Imbalanced,Viral Pneumonia,0.0,0.5375
282,GoogLeNet,Imbalanced,Viral Pneumonia,0.00125,0.54
283,GoogLeNet,Imbalanced,Viral Pneumonia,0.00125,0.5575
284,GoogLeNet,Imbalanced,Viral Pneumonia,0.00125,0.5625
285,GoogLeNet,Imbalanced,Viral Pneumonia,0.00125,0.74
286,GoogLeNet,Imbalanced,Viral Pneumonia,0.0025,0.74
287,GoogLeNet,Imbalanced,Viral Pneumonia,0.0025,0.805
288,GoogLeNet,Imbalanced,Viral Pneumonia,0.00375,0.805
289,GoogLeNet,Imbalanced,Viral Pneumonia,0.00375,0.8175
290,GoogLeNet,Imbalanced,Viral Pneumonia,0.005,0.8175
291,GoogLeNet,Imbalanced,Viral Pneumonia,0.005,0.855
292,GoogLeNet,Imbalanced,Viral Pneumonia,0.00625,0.855
293,GoogLeNet,Imbalanced,Viral Pneumonia,0.00625,0.895
294,GoogLeNet,Imbalanced,Viral Pneumonia,0.01,0.895
295,GoogLeNet,Imbalanced,Viral Pneumonia,0.01,0.9025
296,GoogLeNet,Imbalanced,Viral Pneumonia,0.01125,0.9025
297,GoogLeNet,Imbalanced,Viral Pneumonia,0.01125,0.905
298,GoogLeNet,Imbalanced,Viral Pneumonia,0.0125,0.905
299,GoogLeNet,Imbalanced,Viral Pneumonia,0.0125,0.91
300,GoogLeNet,Imbalanced,Viral Pneumonia,0.015,0.91
301,GoogLeNet,Imbalanced,Viral Pneumonia,0.0175,0.91
302,GoogLeNet,Imbalanced,Viral Pneumonia,0.0175,0.9125
303,GoogLeNet,Imbalanced,Viral Pneumonia,0.02,0.9125
304,GoogLeNet,Imbalanced,Viral Pneumonia,0.02,0.915
305,GoogLeNet,Imbalanced,Viral Pneumonia,0.02125,0.915
306,GoogLeNet,Imbalanced,Viral Pneumonia,0.02125,0.92
307,GoogLeNet,Imbalanced,Viral Pneumonia,0.0225,0.92
308,GoogLeNet,Imbalanced,Viral Pneumonia,0.0225,0.9225
309,GoogLeNet,Imbalanced,Viral Pneumonia,0.02375,0.9225
310,GoogLeNet,Imbalanced,Viral Pneumonia,0.02375,0.9275
311,GoogLeNet,Imbalanced,Viral Pneumonia,0.03375,0.9275
312,GoogLeNet,Imbalanced,Viral Pneumonia,0.03375,0.93
313,GoogLeNet,Imbalanced,Viral Pneumonia,0.04,0.93
314,GoogLeNet,Imbalanced,Viral Pneumonia,0.04,0.9325
315,GoogLeNet,Imbalanced,Viral Pneumonia,0.04375,0.9325
316,GoogLeNet,Imbalanced,Viral Pneumonia,0.04375,0.94
317,GoogLeNet,Imbalanced,Viral Pneumonia,0.05,0.94
318,GoogLeNet,Imbalanced,Viral Pneumonia,0.05,0.9425
319,GoogLeNet,Imbalanced,Viral Pneumonia,0.05125,0.9425
320,GoogLeNet,Imbalanced,Viral Pneumonia,0.05125,0.945
321,GoogLeNet,Imbalanced,Viral Pneumonia,0.0675,0.945
322,GoogLeNet,Imbalanced,Viral Pneumonia,0.0675,0.9475
323,GoogLeNet,Imbalanced,Viral Pneumonia,0.0725,0.9475
324,GoogLeNet,Imbalanced,Viral Pneumonia,0.0725,0.95
325,GoogLeNet,Imbalanced,Viral Pneumonia,0.075,0.95
326,GoogLeNet,Imbalanced,Viral Pneumonia,0.075,0.9525
327,GoogLeNet,Imbalanced,Viral Pneumonia,0.07625,0.9525
328,GoogLeNet,Imbalanced,Viral Pneumonia,0.07625,0.955
329,GoogLeNet,Imbalanced,Viral Pneumonia,0.07875,0.955
330,GoogLeNet,Imbalanced,Viral Pneumonia,0.07875,0.9575
331,GoogLeNet,Imbalanced,Viral Pneumonia,0.095,0.9575
332,GoogLeNet,Imbalanced,Viral Pneumonia,0.095,0.96
333,GoogLeNet,Imbalanced,Viral Pneumonia,0.09625,0.96
334,GoogLeNet,Imbalanced,Viral Pneumonia,0.09625,0.9625
335,GoogLeNet,Imbalanced,Viral Pneumonia,0.1,0.9625
336,GoogLeNet,Imbalanced,Viral Pneumonia,0.1,0.965
337,GoogLeNet,Imbalanced,Viral Pneumonia,0.10625,0.965
338,GoogLeNet,Imbalanced,Viral Pneumonia,0.10625,0.9675
339,GoogLeNet,Imbalanced,Viral Pneumonia,0.11,0.9675
340,GoogLeNet,Imbalanced,Viral Pneumonia,0.11,0.97
341,GoogLeNet,Imbalanced,Viral Pneumonia,0.1275,0.97
342,GoogLeNet,Imbalanced,Viral Pneumonia,0.1275,0.9725
343,GoogLeNet,Imbalanced,Viral Pneumonia,0.12875,0.9725
344,GoogLeNet,Imbalanced,Viral Pneumonia,0.12875,0.975
345,GoogLeNet,Imbalanced,Viral Pneumonia,0.13875,0.975
346,GoogLeNet,Imbalanced,Viral Pneumonia,0.13875,0.9775
347,GoogLeNet,Imbalanced,Viral Pneumonia,0.15625,0.9775
348,GoogLeNet,Imbalanced,Viral Pneumonia,0.15875,0.9775
349,GoogLeNet,Imbalanced,Viral Pneumonia,0.16125,0.9775
350,GoogLeNet,Imbalanced,Viral Pneumonia,0.16125,0.98
351,GoogLeNet,Imbalanced,Viral Pneumonia,0.18,0.98
352,GoogLeNet,Imbalanced,Viral Pneumonia,0.18,0.9825
353,GoogLeNet,Imbalanced,Viral Pneumonia,0.19125,0.9825
354,GoogLeNet,Imbalanced,Viral Pneumonia,0.19125,0.985
355,GoogLeNet,Imbalanced,Viral Pneumonia,0.2025,0.985
356,GoogLeNet,Imbalanced,Viral Pneumonia,0.2025,0.9875
357,GoogLeNet,Imbalanced,Viral Pneumonia,0.2175,0.9875
358,GoogLeNet,Imbalanced,Viral Pneumonia,0.2175,0.99
359,GoogLeNet,Imbalanced,Viral Pneumonia,0.43875,0.99
360,GoogLeNet,Imbalanced,Viral Pneumonia,0.44125,0.99
361,GoogLeNet,Imbalanced,Viral Pneumonia,0.48625,0.99
362,GoogLeNet,Imbalanced,Viral Pneumonia,0.48625,0.9925
